path_in_repo,lang,model,filename,split
fake/en/Chatterbox-Turbo/emerald_city_of_oz_03_f000079.wav,en,Chatterbox-Turbo,emerald_city_of_oz_03_f000079,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_05_f000013.wav,en,Chatterbox-Turbo,emerald_city_of_oz_05_f000013,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_05_f000069.wav,en,Chatterbox-Turbo,emerald_city_of_oz_05_f000069,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_05_f000070.wav,en,Chatterbox-Turbo,emerald_city_of_oz_05_f000070,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_05_f000093.wav,en,Chatterbox-Turbo,emerald_city_of_oz_05_f000093,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_06_f000001.wav,en,Chatterbox-Turbo,emerald_city_of_oz_06_f000001,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_07_f000031.wav,en,Chatterbox-Turbo,emerald_city_of_oz_07_f000031,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_08_f000010.wav,en,Chatterbox-Turbo,emerald_city_of_oz_08_f000010,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_08_f000052.wav,en,Chatterbox-Turbo,emerald_city_of_oz_08_f000052,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_09_f000061.wav,en,Chatterbox-Turbo,emerald_city_of_oz_09_f000061,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_10_f000026.wav,en,Chatterbox-Turbo,emerald_city_of_oz_10_f000026,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_10_f000083.wav,en,Chatterbox-Turbo,emerald_city_of_oz_10_f000083,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_10_f000087.wav,en,Chatterbox-Turbo,emerald_city_of_oz_10_f000087,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_11_f000027.wav,en,Chatterbox-Turbo,emerald_city_of_oz_11_f000027,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_11_f000086.wav,en,Chatterbox-Turbo,emerald_city_of_oz_11_f000086,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_12_f000006.wav,en,Chatterbox-Turbo,emerald_city_of_oz_12_f000006,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_12_f000107.wav,en,Chatterbox-Turbo,emerald_city_of_oz_12_f000107,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_13_f000030.wav,en,Chatterbox-Turbo,emerald_city_of_oz_13_f000030,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_13_f000053.wav,en,Chatterbox-Turbo,emerald_city_of_oz_13_f000053,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_14_f000017.wav,en,Chatterbox-Turbo,emerald_city_of_oz_14_f000017,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_14_f000060.wav,en,Chatterbox-Turbo,emerald_city_of_oz_14_f000060,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_14_f000098.wav,en,Chatterbox-Turbo,emerald_city_of_oz_14_f000098,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_15_f000066.wav,en,Chatterbox-Turbo,emerald_city_of_oz_15_f000066,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_16_f000066.wav,en,Chatterbox-Turbo,emerald_city_of_oz_16_f000066,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_16_f000088.wav,en,Chatterbox-Turbo,emerald_city_of_oz_16_f000088,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_17_f000077.wav,en,Chatterbox-Turbo,emerald_city_of_oz_17_f000077,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_20_f000004.wav,en,Chatterbox-Turbo,emerald_city_of_oz_20_f000004,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_20_f000089.wav,en,Chatterbox-Turbo,emerald_city_of_oz_20_f000089,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_22_f000020.wav,en,Chatterbox-Turbo,emerald_city_of_oz_22_f000020,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_23_f000044.wav,en,Chatterbox-Turbo,emerald_city_of_oz_23_f000044,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_24_f000015.wav,en,Chatterbox-Turbo,emerald_city_of_oz_24_f000015,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_26_f000039.wav,en,Chatterbox-Turbo,emerald_city_of_oz_26_f000039,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_26_f000077.wav,en,Chatterbox-Turbo,emerald_city_of_oz_26_f000077,valid
fake/en/Chatterbox-Turbo/emerald_city_of_oz_26_f000110.wav,en,Chatterbox-Turbo,emerald_city_of_oz_26_f000110,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_27_f000008.wav,en,Chatterbox-Turbo,emerald_city_of_oz_27_f000008,train
fake/en/Chatterbox-Turbo/emerald_city_of_oz_27_f000015.wav,en,Chatterbox-Turbo,emerald_city_of_oz_27_f000015,train
fake/en/Chatterbox-Turbo/hunters_space_01_f000034.wav,en,Chatterbox-Turbo,hunters_space_01_f000034,train
fake/en/Chatterbox-Turbo/hunters_space_02_f000040.wav,en,Chatterbox-Turbo,hunters_space_02_f000040,train
fake/en/Chatterbox-Turbo/hunters_space_02_f000056.wav,en,Chatterbox-Turbo,hunters_space_02_f000056,train
fake/en/Chatterbox-Turbo/hunters_space_02_f000080.wav,en,Chatterbox-Turbo,hunters_space_02_f000080,train
fake/en/Chatterbox-Turbo/hunters_space_02_f000092.wav,en,Chatterbox-Turbo,hunters_space_02_f000092,train
fake/en/Chatterbox-Turbo/hunters_space_04_f000006.wav,en,Chatterbox-Turbo,hunters_space_04_f000006,valid
fake/en/Chatterbox-Turbo/hunters_space_04_f000074.wav,en,Chatterbox-Turbo,hunters_space_04_f000074,valid
fake/en/Chatterbox-Turbo/hunters_space_05_f000105.wav,en,Chatterbox-Turbo,hunters_space_05_f000105,train
fake/en/Chatterbox-Turbo/hunters_space_05_f000109.wav,en,Chatterbox-Turbo,hunters_space_05_f000109,train
fake/en/Chatterbox-Turbo/hunters_space_05_f000113.wav,en,Chatterbox-Turbo,hunters_space_05_f000113,train
fake/en/Chatterbox-Turbo/hunters_space_05_f000121.wav,en,Chatterbox-Turbo,hunters_space_05_f000121,train
fake/en/Chatterbox-Turbo/hunters_space_06_f000027.wav,en,Chatterbox-Turbo,hunters_space_06_f000027,train
fake/en/Chatterbox-Turbo/hunters_space_06_f000040.wav,en,Chatterbox-Turbo,hunters_space_06_f000040,valid
fake/en/Chatterbox-Turbo/hunters_space_07_f000022.wav,en,Chatterbox-Turbo,hunters_space_07_f000022,train
fake/en/Chatterbox-Turbo/hunters_space_07_f000080.wav,en,Chatterbox-Turbo,hunters_space_07_f000080,train
fake/en/Chatterbox-Turbo/hunters_space_08_f000089.wav,en,Chatterbox-Turbo,hunters_space_08_f000089,train
fake/en/Chatterbox-Turbo/hunters_space_08_f000097.wav,en,Chatterbox-Turbo,hunters_space_08_f000097,train
fake/en/Chatterbox-Turbo/hunters_space_09_f000057.wav,en,Chatterbox-Turbo,hunters_space_09_f000057,train
fake/en/Chatterbox-Turbo/hunters_space_10_f000025.wav,en,Chatterbox-Turbo,hunters_space_10_f000025,train
fake/en/Chatterbox-Turbo/hunters_space_10_f000051.wav,en,Chatterbox-Turbo,hunters_space_10_f000051,train
fake/en/Chatterbox-Turbo/hunters_space_11_f000014.wav,en,Chatterbox-Turbo,hunters_space_11_f000014,train
fake/en/Chatterbox-Turbo/hunters_space_11_f000024.wav,en,Chatterbox-Turbo,hunters_space_11_f000024,train
fake/en/Chatterbox-Turbo/hunters_space_12_f000039.wav,en,Chatterbox-Turbo,hunters_space_12_f000039,train
fake/en/Chatterbox-Turbo/hunters_space_13_f000085.wav,en,Chatterbox-Turbo,hunters_space_13_f000085,train
fake/en/Chatterbox-Turbo/hunters_space_16_f000117.wav,en,Chatterbox-Turbo,hunters_space_16_f000117,valid
fake/en/Chatterbox-Turbo/hunters_space_17_f000006.wav,en,Chatterbox-Turbo,hunters_space_17_f000006,valid
fake/en/Chatterbox-Turbo/hunters_space_17_f000034.wav,en,Chatterbox-Turbo,hunters_space_17_f000034,train
fake/en/Chatterbox-Turbo/hunters_space_18_f000010.wav,en,Chatterbox-Turbo,hunters_space_18_f000010,valid
fake/en/Chatterbox-Turbo/hunters_space_19_f000024.wav,en,Chatterbox-Turbo,hunters_space_19_f000024,train
fake/en/Chatterbox-Turbo/jane_eyre_01_f000068.wav,en,Chatterbox-Turbo,jane_eyre_01_f000068,train
fake/en/Chatterbox-Turbo/jane_eyre_02_f000012.wav,en,Chatterbox-Turbo,jane_eyre_02_f000012,train
fake/en/Chatterbox-Turbo/jane_eyre_02_f000120.wav,en,Chatterbox-Turbo,jane_eyre_02_f000120,train
fake/en/Chatterbox-Turbo/jane_eyre_03_f000079.wav,en,Chatterbox-Turbo,jane_eyre_03_f000079,train
fake/en/Chatterbox-Turbo/jane_eyre_03_f000113.wav,en,Chatterbox-Turbo,jane_eyre_03_f000113,train
fake/en/Chatterbox-Turbo/jane_eyre_03_f000129.wav,en,Chatterbox-Turbo,jane_eyre_03_f000129,train
fake/en/Chatterbox-Turbo/jane_eyre_03_f000143.wav,en,Chatterbox-Turbo,jane_eyre_03_f000143,train
fake/en/Chatterbox-Turbo/jane_eyre_04_f000119.wav,en,Chatterbox-Turbo,jane_eyre_04_f000119,train
fake/en/Chatterbox-Turbo/jane_eyre_04_f000128.wav,en,Chatterbox-Turbo,jane_eyre_04_f000128,train
fake/en/Chatterbox-Turbo/jane_eyre_04_f000212.wav,en,Chatterbox-Turbo,jane_eyre_04_f000212,train
fake/en/Chatterbox-Turbo/jane_eyre_04_f000262.wav,en,Chatterbox-Turbo,jane_eyre_04_f000262,train
fake/en/Chatterbox-Turbo/jane_eyre_04_f000297.wav,en,Chatterbox-Turbo,jane_eyre_04_f000297,train
fake/en/Chatterbox-Turbo/jane_eyre_05_f000006.wav,en,Chatterbox-Turbo,jane_eyre_05_f000006,train
fake/en/Chatterbox-Turbo/jane_eyre_05_f000119.wav,en,Chatterbox-Turbo,jane_eyre_05_f000119,train
fake/en/Chatterbox-Turbo/jane_eyre_05_f000161.wav,en,Chatterbox-Turbo,jane_eyre_05_f000161,train
fake/en/Chatterbox-Turbo/jane_eyre_05_f000217.wav,en,Chatterbox-Turbo,jane_eyre_05_f000217,train
fake/en/Chatterbox-Turbo/jane_eyre_05_f000247.wav,en,Chatterbox-Turbo,jane_eyre_05_f000247,train
fake/en/Chatterbox-Turbo/jane_eyre_06_f000024.wav,en,Chatterbox-Turbo,jane_eyre_06_f000024,train
fake/en/Chatterbox-Turbo/jane_eyre_07_f000054.wav,en,Chatterbox-Turbo,jane_eyre_07_f000054,train
fake/en/Chatterbox-Turbo/jane_eyre_08_f000071.wav,en,Chatterbox-Turbo,jane_eyre_08_f000071,train
fake/en/Chatterbox-Turbo/jane_eyre_08_f000152.wav,en,Chatterbox-Turbo,jane_eyre_08_f000152,train
fake/en/Chatterbox-Turbo/jane_eyre_09_f000008.wav,en,Chatterbox-Turbo,jane_eyre_09_f000008,train
fake/en/Chatterbox-Turbo/jane_eyre_09_f000060.wav,en,Chatterbox-Turbo,jane_eyre_09_f000060,valid
fake/en/Chatterbox-Turbo/jane_eyre_09_f000129.wav,en,Chatterbox-Turbo,jane_eyre_09_f000129,train
fake/en/Chatterbox-Turbo/jane_eyre_10_f000041.wav,en,Chatterbox-Turbo,jane_eyre_10_f000041,train
fake/en/Chatterbox-Turbo/jane_eyre_10_f000106.wav,en,Chatterbox-Turbo,jane_eyre_10_f000106,train
fake/en/Chatterbox-Turbo/jane_eyre_11_f000079.wav,en,Chatterbox-Turbo,jane_eyre_11_f000079,train
fake/en/Chatterbox-Turbo/jane_eyre_11_f000099.wav,en,Chatterbox-Turbo,jane_eyre_11_f000099,train
fake/en/Chatterbox-Turbo/jane_eyre_11_f000115.wav,en,Chatterbox-Turbo,jane_eyre_11_f000115,train
fake/en/Chatterbox-Turbo/jane_eyre_11_f000126.wav,en,Chatterbox-Turbo,jane_eyre_11_f000126,train
fake/en/Chatterbox-Turbo/jane_eyre_11_f000132.wav,en,Chatterbox-Turbo,jane_eyre_11_f000132,train
fake/en/Chatterbox-Turbo/jane_eyre_12_f000125.wav,en,Chatterbox-Turbo,jane_eyre_12_f000125,train
fake/en/Chatterbox-Turbo/jane_eyre_12_f000169.wav,en,Chatterbox-Turbo,jane_eyre_12_f000169,train
fake/en/Chatterbox-Turbo/jane_eyre_13_f000142.wav,en,Chatterbox-Turbo,jane_eyre_13_f000142,train
fake/en/Chatterbox-Turbo/jane_eyre_13_f000161.wav,en,Chatterbox-Turbo,jane_eyre_13_f000161,train
fake/en/Chatterbox-Turbo/jane_eyre_13_f000183.wav,en,Chatterbox-Turbo,jane_eyre_13_f000183,train
fake/en/Chatterbox-Turbo/jane_eyre_13_f000196.wav,en,Chatterbox-Turbo,jane_eyre_13_f000196,train
fake/en/Chatterbox-Turbo/jane_eyre_14_f000059.wav,en,Chatterbox-Turbo,jane_eyre_14_f000059,train
fake/en/Chatterbox-Turbo/jane_eyre_14_f000077.wav,en,Chatterbox-Turbo,jane_eyre_14_f000077,train
fake/en/Chatterbox-Turbo/jane_eyre_14_f000132.wav,en,Chatterbox-Turbo,jane_eyre_14_f000132,train
fake/en/Chatterbox-Turbo/jane_eyre_14_f000138.wav,en,Chatterbox-Turbo,jane_eyre_14_f000138,train
fake/en/Chatterbox-Turbo/jane_eyre_14_f000210.wav,en,Chatterbox-Turbo,jane_eyre_14_f000210,train
fake/en/Chatterbox-Turbo/jane_eyre_15_f000004.wav,en,Chatterbox-Turbo,jane_eyre_15_f000004,valid
fake/en/Chatterbox-Turbo/jane_eyre_15_f000072.wav,en,Chatterbox-Turbo,jane_eyre_15_f000072,train
fake/en/Chatterbox-Turbo/jane_eyre_15_f000138.wav,en,Chatterbox-Turbo,jane_eyre_15_f000138,train
fake/en/Chatterbox-Turbo/jane_eyre_15_f000152.wav,en,Chatterbox-Turbo,jane_eyre_15_f000152,valid
fake/en/Chatterbox-Turbo/jane_eyre_15_f000176.wav,en,Chatterbox-Turbo,jane_eyre_15_f000176,train
fake/en/Chatterbox-Turbo/jane_eyre_15_f000177.wav,en,Chatterbox-Turbo,jane_eyre_15_f000177,train
fake/en/Chatterbox-Turbo/jane_eyre_15_f000211.wav,en,Chatterbox-Turbo,jane_eyre_15_f000211,train
fake/en/Chatterbox-Turbo/jane_eyre_16_f000050.wav,en,Chatterbox-Turbo,jane_eyre_16_f000050,train
fake/en/Chatterbox-Turbo/jane_eyre_16_f000134.wav,en,Chatterbox-Turbo,jane_eyre_16_f000134,train
fake/en/Chatterbox-Turbo/jane_eyre_17_f000017.wav,en,Chatterbox-Turbo,jane_eyre_17_f000017,train
fake/en/Chatterbox-Turbo/jane_eyre_17_f000166.wav,en,Chatterbox-Turbo,jane_eyre_17_f000166,train
fake/en/Chatterbox-Turbo/jane_eyre_17_f000225.wav,en,Chatterbox-Turbo,jane_eyre_17_f000225,train
fake/en/Chatterbox-Turbo/jane_eyre_17_f000297.wav,en,Chatterbox-Turbo,jane_eyre_17_f000297,train
fake/en/Chatterbox-Turbo/jane_eyre_18_f000008.wav,en,Chatterbox-Turbo,jane_eyre_18_f000008,train
fake/en/Chatterbox-Turbo/jane_eyre_18_f000109.wav,en,Chatterbox-Turbo,jane_eyre_18_f000109,train
fake/en/Chatterbox-Turbo/jane_eyre_18_f000120.wav,en,Chatterbox-Turbo,jane_eyre_18_f000120,train
fake/en/Chatterbox-Turbo/jane_eyre_18_f000148.wav,en,Chatterbox-Turbo,jane_eyre_18_f000148,train
fake/en/Chatterbox-Turbo/jane_eyre_18_f000171.wav,en,Chatterbox-Turbo,jane_eyre_18_f000171,train
fake/en/Chatterbox-Turbo/jane_eyre_18_f000272.wav,en,Chatterbox-Turbo,jane_eyre_18_f000272,train
fake/en/Chatterbox-Turbo/jane_eyre_20_f000009.wav,en,Chatterbox-Turbo,jane_eyre_20_f000009,train
fake/en/Chatterbox-Turbo/jane_eyre_20_f000147.wav,en,Chatterbox-Turbo,jane_eyre_20_f000147,valid
fake/en/Chatterbox-Turbo/jane_eyre_20_f000168.wav,en,Chatterbox-Turbo,jane_eyre_20_f000168,train
fake/en/Chatterbox-Turbo/jane_eyre_20_f000180.wav,en,Chatterbox-Turbo,jane_eyre_20_f000180,train
fake/en/Chatterbox-Turbo/jane_eyre_20_f000190.wav,en,Chatterbox-Turbo,jane_eyre_20_f000190,train
fake/en/Chatterbox-Turbo/jane_eyre_20_f000297.wav,en,Chatterbox-Turbo,jane_eyre_20_f000297,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000134.wav,en,Chatterbox-Turbo,jane_eyre_21_f000134,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000161.wav,en,Chatterbox-Turbo,jane_eyre_21_f000161,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000186.wav,en,Chatterbox-Turbo,jane_eyre_21_f000186,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000228.wav,en,Chatterbox-Turbo,jane_eyre_21_f000228,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000232.wav,en,Chatterbox-Turbo,jane_eyre_21_f000232,valid
fake/en/Chatterbox-Turbo/jane_eyre_21_f000247.wav,en,Chatterbox-Turbo,jane_eyre_21_f000247,valid
fake/en/Chatterbox-Turbo/jane_eyre_21_f000280.wav,en,Chatterbox-Turbo,jane_eyre_21_f000280,valid
fake/en/Chatterbox-Turbo/jane_eyre_21_f000291.wav,en,Chatterbox-Turbo,jane_eyre_21_f000291,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000341.wav,en,Chatterbox-Turbo,jane_eyre_21_f000341,train
fake/en/Chatterbox-Turbo/jane_eyre_21_f000400.wav,en,Chatterbox-Turbo,jane_eyre_21_f000400,train
fake/en/Chatterbox-Turbo/jane_eyre_22_f000077.wav,en,Chatterbox-Turbo,jane_eyre_22_f000077,train
fake/en/Chatterbox-Turbo/jane_eyre_23_f000220.wav,en,Chatterbox-Turbo,jane_eyre_23_f000220,train
fake/en/Chatterbox-Turbo/jane_eyre_24_f000266.wav,en,Chatterbox-Turbo,jane_eyre_24_f000266,valid
fake/en/Chatterbox-Turbo/jane_eyre_24_f000364.wav,en,Chatterbox-Turbo,jane_eyre_24_f000364,train
fake/en/Chatterbox-Turbo/jane_eyre_25_f000033.wav,en,Chatterbox-Turbo,jane_eyre_25_f000033,train
fake/en/Chatterbox-Turbo/jane_eyre_25_f000137.wav,en,Chatterbox-Turbo,jane_eyre_25_f000137,train
fake/en/Chatterbox-Turbo/jane_eyre_25_f000169.wav,en,Chatterbox-Turbo,jane_eyre_25_f000169,train
fake/en/Chatterbox-Turbo/jane_eyre_25_f000173.wav,en,Chatterbox-Turbo,jane_eyre_25_f000173,train
fake/en/Chatterbox-Turbo/jane_eyre_25_f000183.wav,en,Chatterbox-Turbo,jane_eyre_25_f000183,train
fake/en/Chatterbox-Turbo/jane_eyre_25_f000248.wav,en,Chatterbox-Turbo,jane_eyre_25_f000248,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000051.wav,en,Chatterbox-Turbo,jane_eyre_26_f000051,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000055.wav,en,Chatterbox-Turbo,jane_eyre_26_f000055,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000066.wav,en,Chatterbox-Turbo,jane_eyre_26_f000066,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000093.wav,en,Chatterbox-Turbo,jane_eyre_26_f000093,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000115.wav,en,Chatterbox-Turbo,jane_eyre_26_f000115,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000129.wav,en,Chatterbox-Turbo,jane_eyre_26_f000129,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000172.wav,en,Chatterbox-Turbo,jane_eyre_26_f000172,train
fake/en/Chatterbox-Turbo/jane_eyre_26_f000223.wav,en,Chatterbox-Turbo,jane_eyre_26_f000223,train
fake/en/Chatterbox-Turbo/jane_eyre_27_f000090.wav,en,Chatterbox-Turbo,jane_eyre_27_f000090,train
fake/en/Chatterbox-Turbo/jane_eyre_27_f000304.wav,en,Chatterbox-Turbo,jane_eyre_27_f000304,valid
fake/en/Chatterbox-Turbo/jane_eyre_27_f000312.wav,en,Chatterbox-Turbo,jane_eyre_27_f000312,train
fake/en/Chatterbox-Turbo/jane_eyre_27_f000373.wav,en,Chatterbox-Turbo,jane_eyre_27_f000373,train
fake/en/Chatterbox-Turbo/jane_eyre_27_f000531.wav,en,Chatterbox-Turbo,jane_eyre_27_f000531,train
fake/en/Chatterbox-Turbo/jane_eyre_28_f000074.wav,en,Chatterbox-Turbo,jane_eyre_28_f000074,train
fake/en/Chatterbox-Turbo/jane_eyre_28_f000129.wav,en,Chatterbox-Turbo,jane_eyre_28_f000129,train
fake/en/Chatterbox-Turbo/jane_eyre_28_f000221.wav,en,Chatterbox-Turbo,jane_eyre_28_f000221,train
fake/en/Chatterbox-Turbo/jane_eyre_28_f000265.wav,en,Chatterbox-Turbo,jane_eyre_28_f000265,train
fake/en/Chatterbox-Turbo/jane_eyre_28_f000291.wav,en,Chatterbox-Turbo,jane_eyre_28_f000291,train
fake/en/Chatterbox-Turbo/jane_eyre_29_f000045.wav,en,Chatterbox-Turbo,jane_eyre_29_f000045,train
fake/en/Chatterbox-Turbo/jane_eyre_29_f000148.wav,en,Chatterbox-Turbo,jane_eyre_29_f000148,train
fake/en/Chatterbox-Turbo/jane_eyre_30_f000044.wav,en,Chatterbox-Turbo,jane_eyre_30_f000044,train
