filename,split,source,label,duration
fake_00719_suno_0,train,suno,fake,139.356
fake_04714_suno_1,train,suno,fake,152.568
fake_03831_udio_1,train,udio,fake,131.22
fake_01867_udio_1,train,udio,fake,131.22
fake_00841_udio_1,train,udio,fake,131.22
fake_00315_suno_1,train,suno,fake,148.104
fake_02581_udio_0,train,udio,fake,131.22
fake_01376_udio_1,train,udio,fake,131.22
fake_01050_suno_0,train,suno,fake,213.804
fake_01521_suno_1,train,suno,fake,190.08
fake_03044_suno_1,train,suno,fake,192.78
fake_04433_suno_1,train,suno,fake,227.376
fake_01337_suno_0,train,suno,fake,239.076
fake_01296_udio_1,train,udio,fake,131.22
fake_03770_suno_1,train,suno,fake,196.488
fake_02774_suno_1,train,suno,fake,240.084
fake_04445_suno_1,train,suno,fake,239.076
fake_04914_udio_0,train,udio,fake,131.22
fake_05210_udio_1,train,udio,fake,131.22
fake_02548_suno_0,train,suno,fake,154.62
fake_05150_udio_1,train,udio,fake,131.22
fake_04353_suno_1,train,suno,fake,240.084
fake_01649_suno_1,train,suno,fake,141.084
fake_05380_suno_1,train,suno,fake,239.076
fake_04418_suno_0,train,suno,fake,239.04
fake_05308_udio_0,train,udio,fake,131.22
fake_05242_suno_0,train,suno,fake,229.572
fake_02853_udio_1,train,udio,fake,131.22
fake_04571_suno_0,train,suno,fake,239.184
fake_01165_suno_0,train,suno,fake,239.076
fake_00856_suno_1,train,suno,fake,160.884
fake_03112_suno_1,train,suno,fake,157.68
fake_05323_suno_0,train,suno,fake,239.076
fake_04025_suno_0,train,suno,fake,233.964
fake_03388_udio_1,train,udio,fake,131.22
fake_05056_suno_1,train,suno,fake,239.112
fake_03417_suno_0,train,suno,fake,149.976
fake_05201_udio_0,train,udio,fake,131.22
fake_04466_suno_0,train,suno,fake,240.084
fake_01645_udio_0,train,udio,fake,131.22
fake_00316_udio_0,train,udio,fake,131.22
fake_04580_suno_1,train,suno,fake,239.112
fake_00130_udio_0,train,udio,fake,131.22
fake_04738_suno_0,train,suno,fake,188.676
fake_04146_udio_1,train,udio,fake,131.22
fake_01322_suno_1,train,suno,fake,208.836
fake_03014_suno_0,train,suno,fake,128.088
fake_01353_suno_0,train,suno,fake,240.084
fake_03368_suno_0,train,suno,fake,239.112
fake_02067_suno_1,train,suno,fake,158.076
fake_04689_suno_1,train,suno,fake,163.08
fake_00943_udio_1,train,udio,fake,131.22
fake_00025_suno_0,train,suno,fake,224.064
fake_05037_suno_1,train,suno,fake,185.256
fake_01826_suno_0,train,suno,fake,239.112
fake_04280_udio_0,train,udio,fake,131.22
fake_04428_suno_0,train,suno,fake,240.084
fake_04924_suno_0,train,suno,fake,240.084
fake_03507_suno_0,train,suno,fake,213.084
fake_04521_suno_1,train,suno,fake,239.184
fake_02737_udio_0,train,udio,fake,131.22
fake_04450_udio_0,train,udio,fake,131.22
fake_03897_suno_1,train,suno,fake,217.26
fake_05017_udio_0,train,udio,fake,131.22
fake_05325_udio_0,train,udio,fake,131.22
fake_04125_suno_0,train,suno,fake,210.096
fake_03704_suno_0,train,suno,fake,218.592
fake_01332_suno_1,train,suno,fake,240.084
fake_00747_suno_1,train,suno,fake,205.848
fake_00605_udio_0,train,udio,fake,131.22
fake_04613_suno_1,train,suno,fake,239.076
fake_03469_udio_1,train,udio,fake,131.22
fake_05170_suno_1,train,suno,fake,159.084
fake_03900_udio_0,train,udio,fake,131.22
fake_03223_udio_1,train,udio,fake,131.22
fake_01171_udio_1,train,udio,fake,131.22
fake_03951_udio_1,train,udio,fake,131.22
fake_05116_suno_1,train,suno,fake,239.184
fake_01182_suno_0,train,suno,fake,237.384
fake_00546_suno_0,train,suno,fake,239.112
fake_02346_suno_1,train,suno,fake,186.372
fake_04294_udio_1,train,udio,fake,131.22
fake_00656_suno_0,train,suno,fake,173.088
fake_02193_udio_1,train,udio,fake,131.22
fake_05117_suno_0,train,suno,fake,239.076
fake_03874_udio_0,train,udio,fake,131.22
fake_00344_suno_1,train,suno,fake,190.08
fake_02725_udio_0,train,udio,fake,131.22
fake_00757_udio_0,train,udio,fake,131.22
fake_04876_suno_0,train,suno,fake,201.816
fake_03189_suno_1,train,suno,fake,239.076
fake_04811_suno_0,train,suno,fake,190.08
fake_02693_udio_1,train,udio,fake,131.22
fake_03736_suno_0,train,suno,fake,240.084
fake_01027_udio_1,train,udio,fake,131.22
fake_01889_suno_0,train,suno,fake,185.652
fake_03127_udio_0,train,udio,fake,131.22
fake_00194_udio_1,train,udio,fake,131.22
fake_00566_suno_0,train,suno,fake,240.084
fake_03041_udio_0,train,udio,fake,131.22
fake_05424_suno_1,train,suno,fake,168.084
fake_00070_suno_1,train,suno,fake,240.084
fake_01666_udio_1,train,udio,fake,131.22
fake_00989_udio_1,train,udio,fake,131.22
fake_02184_suno_0,train,suno,fake,117.792
fake_04216_udio_1,train,udio,fake,131.22
fake_01165_suno_1,train,suno,fake,239.076
fake_05136_udio_1,train,udio,fake,131.22
fake_00790_suno_0,train,suno,fake,204.336
fake_03197_udio_0,train,udio,fake,131.22
fake_01408_udio_1,train,udio,fake,131.22
fake_04718_udio_0,train,udio,fake,131.22
fake_00102_suno_0,train,suno,fake,213.624
fake_02661_udio_1,train,udio,fake,131.22
fake_04778_suno_1,train,suno,fake,185.904
fake_01025_suno_1,train,suno,fake,218.88
fake_03830_suno_1,train,suno,fake,203.076
fake_05009_udio_0,train,udio,fake,131.22
fake_00623_suno_0,train,suno,fake,180.072
fake_01129_udio_1,train,udio,fake,131.22
fake_00299_udio_0,train,udio,fake,131.22
fake_04693_udio_1,train,udio,fake,131.22
fake_01283_udio_1,train,udio,fake,131.22
fake_00271_udio_1,train,udio,fake,131.22
fake_00433_suno_0,train,suno,fake,161.424
fake_02201_suno_0,train,suno,fake,239.076
fake_05204_suno_0,train,suno,fake,214.092
fake_00115_udio_0,train,udio,fake,131.22
fake_01695_suno_0,train,suno,fake,122.58
fake_04259_suno_0,train,suno,fake,184.104
fake_05230_udio_0,train,udio,fake,131.22
fake_01975_suno_1,train,suno,fake,239.112
fake_03423_suno_1,train,suno,fake,226.08
fake_04749_suno_0,train,suno,fake,164.052
fake_03751_suno_0,train,suno,fake,195.084
fake_00268_udio_1,train,udio,fake,131.22
fake_04656_suno_1,train,suno,fake,111.672
fake_02970_suno_1,train,suno,fake,239.076
fake_03226_suno_0,train,suno,fake,179.568
fake_04673_suno_1,train,suno,fake,170.1
fake_00125_udio_0,train,udio,fake,131.22
fake_05185_suno_0,train,suno,fake,240.084
fake_01781_suno_1,train,suno,fake,164.448
fake_01540_suno_1,train,suno,fake,209.664
fake_01332_suno_0,train,suno,fake,240.084
fake_02669_udio_0,train,udio,fake,131.22
fake_00785_udio_1,train,udio,fake,131.22
fake_02209_suno_1,train,suno,fake,239.112
fake_04328_suno_0,train,suno,fake,239.076
fake_04674_suno_1,train,suno,fake,175.5
fake_02008_udio_1,train,udio,fake,131.22
fake_03891_suno_0,train,suno,fake,239.184
fake_01242_udio_1,train,udio,fake,131.22
fake_01515_udio_1,train,udio,fake,131.22
fake_01658_udio_1,train,udio,fake,131.22
fake_04774_suno_1,train,suno,fake,170.1
fake_00861_suno_1,train,suno,fake,180.54
fake_04017_suno_0,train,suno,fake,190.476
fake_04432_suno_0,train,suno,fake,239.076
fake_00251_udio_0,train,udio,fake,131.22
fake_02789_udio_0,train,udio,fake,131.22
fake_01913_udio_0,train,udio,fake,131.22
fake_00273_udio_0,train,udio,fake,131.22
fake_00936_udio_0,train,udio,fake,131.22
fake_01316_suno_0,train,suno,fake,239.112
fake_04582_udio_1,train,udio,fake,131.22
fake_00712_udio_0,train,udio,fake,131.22
fake_01907_udio_1,train,udio,fake,131.22
fake_00387_suno_1,train,suno,fake,204.012
fake_04581_suno_0,train,suno,fake,236.952
fake_01975_suno_0,train,suno,fake,239.076
fake_04480_udio_1,train,udio,fake,131.22
fake_05193_suno_1,train,suno,fake,240.084
fake_01752_suno_0,train,suno,fake,197.28
fake_02317_suno_0,train,suno,fake,173.664
fake_01124_udio_0,train,udio,fake,131.22
fake_04673_suno_0,train,suno,fake,189.9
fake_05414_udio_0,train,udio,fake,131.22
fake_02385_suno_1,train,suno,fake,239.112
fake_03630_suno_1,train,suno,fake,202.536
fake_01112_suno_1,train,suno,fake,196.092
fake_01029_suno_0,train,suno,fake,206.568
fake_04341_udio_1,train,udio,fake,131.22
fake_04393_suno_0,train,suno,fake,211.5
fake_00900_udio_0,train,udio,fake,131.22
fake_03853_udio_0,train,udio,fake,131.22
fake_03278_udio_0,train,udio,fake,131.22
fake_01338_suno_1,train,suno,fake,98.928
fake_02012_suno_1,train,suno,fake,240.084
fake_02853_udio_0,train,udio,fake,131.22
fake_00446_udio_0,train,udio,fake,131.22
fake_00443_suno_0,train,suno,fake,169.056
fake_04348_udio_0,train,udio,fake,131.22
fake_04103_suno_0,train,suno,fake,174.96
fake_05141_suno_0,train,suno,fake,146.088
fake_03705_suno_0,train,suno,fake,200.916
fake_04810_suno_0,train,suno,fake,214.416
fake_05155_suno_0,train,suno,fake,239.112
fake_04915_suno_1,train,suno,fake,239.112
fake_02866_udio_0,train,udio,fake,131.22
fake_05432_udio_0,train,udio,fake,131.22
fake_03810_udio_1,train,udio,fake,131.22
fake_02017_suno_1,train,suno,fake,196.92
fake_04511_suno_1,train,suno,fake,239.112
fake_00553_suno_0,train,suno,fake,103.896
fake_00521_udio_1,train,udio,fake,131.22
fake_03671_udio_1,train,udio,fake,131.22
fake_03306_udio_0,train,udio,fake,131.22
fake_05011_udio_1,train,udio,fake,131.22
fake_03286_udio_0,train,udio,fake,131.22
fake_03430_suno_0,train,suno,fake,174.384
fake_04013_udio_0,train,udio,fake,131.22
fake_02703_udio_0,train,udio,fake,131.22
fake_00647_udio_0,train,udio,fake,131.22
fake_03425_udio_1,train,udio,fake,131.22
fake_05116_suno_0,train,suno,fake,218.088
fake_00082_suno_1,train,suno,fake,239.076
fake_02175_udio_0,train,udio,fake,131.22
fake_00873_udio_0,train,udio,fake,131.22
fake_00774_udio_1,train,udio,fake,131.22
fake_00676_udio_0,train,udio,fake,131.22
fake_05267_suno_0,train,suno,fake,239.076
fake_03344_suno_1,train,suno,fake,239.112
fake_05187_suno_1,train,suno,fake,143.892
fake_01423_suno_1,train,suno,fake,239.076
fake_03653_udio_1,train,udio,fake,131.22
fake_05345_suno_1,train,suno,fake,239.112
fake_05215_suno_0,train,suno,fake,196.956
fake_02587_suno_1,train,suno,fake,191.916
fake_01740_udio_1,train,udio,fake,131.22
fake_03163_udio_1,train,udio,fake,131.22
fake_04737_udio_0,train,udio,fake,131.22
fake_04119_udio_0,train,udio,fake,131.22
fake_04739_udio_0,train,udio,fake,131.22
fake_05001_udio_0,train,udio,fake,131.22
fake_00145_udio_1,train,udio,fake,131.22
fake_04976_suno_1,train,suno,fake,202.896
fake_00082_suno_0,train,suno,fake,209.736
fake_00557_suno_1,train,suno,fake,240.084
fake_00281_udio_0,train,udio,fake,131.22
fake_03251_udio_0,train,udio,fake,131.22
fake_01770_suno_0,train,suno,fake,240.084
fake_02237_udio_0,train,udio,fake,131.22
fake_00867_suno_1,train,suno,fake,240.084
fake_04090_suno_1,train,suno,fake,209.556
fake_02173_suno_1,train,suno,fake,194.616
fake_04328_suno_1,train,suno,fake,239.076
fake_05192_suno_0,train,suno,fake,154.08
fake_01303_suno_1,train,suno,fake,239.076
fake_01296_udio_0,train,udio,fake,131.22
fake_01260_udio_1,train,udio,fake,131.22
fake_00437_suno_0,train,suno,fake,240.084
fake_02274_suno_0,train,suno,fake,165.42
fake_03594_udio_1,train,udio,fake,131.22
fake_04605_suno_0,train,suno,fake,239.076
fake_04513_suno_0,train,suno,fake,228.852
fake_00164_udio_1,train,udio,fake,131.22
fake_00211_suno_1,train,suno,fake,239.076
fake_05052_suno_1,train,suno,fake,142.092
fake_03030_udio_1,train,udio,fake,131.22
fake_03313_suno_1,train,suno,fake,147.024
fake_00317_udio_1,train,udio,fake,131.22
fake_05273_udio_1,train,udio,fake,131.22
fake_03385_suno_0,train,suno,fake,164.448
fake_04792_udio_0,train,udio,fake,131.22
fake_03007_udio_0,train,udio,fake,131.22
fake_04234_udio_0,train,udio,fake,131.22
fake_03058_suno_0,train,suno,fake,239.076
fake_01835_udio_1,train,udio,fake,131.22
fake_03689_suno_0,train,suno,fake,137.664
fake_03675_udio_0,train,udio,fake,131.22
fake_00713_suno_1,train,suno,fake,233.712
fake_03851_suno_1,train,suno,fake,183.564
fake_03322_udio_1,train,udio,fake,131.22
fake_02631_udio_1,train,udio,fake,131.22
fake_03750_suno_1,train,suno,fake,171.54
fake_00213_suno_0,train,suno,fake,184.932
fake_04114_udio_1,train,udio,fake,131.22
fake_02725_udio_1,train,udio,fake,131.22
fake_03904_udio_0,train,udio,fake,131.22
fake_00933_udio_0,train,udio,fake,131.22
fake_01691_suno_0,train,suno,fake,240.084
fake_02045_suno_1,train,suno,fake,165.096
fake_04932_suno_0,train,suno,fake,239.112
fake_01189_suno_0,train,suno,fake,155.016
fake_02417_suno_1,train,suno,fake,239.076
fake_01014_udio_1,train,udio,fake,131.22
fake_04762_udio_0,train,udio,fake,131.22
fake_00704_suno_0,train,suno,fake,134.46
fake_02991_suno_1,train,suno,fake,173.052
fake_00728_suno_1,train,suno,fake,196.416
fake_00075_udio_0,train,udio,fake,131.22
fake_00535_udio_0,train,udio,fake,131.22
fake_00568_udio_0,train,udio,fake,131.22
fake_00048_udio_1,train,udio,fake,131.22
fake_01976_udio_1,train,udio,fake,131.22
fake_01752_suno_1,train,suno,fake,161.964
fake_04782_suno_1,train,suno,fake,240.084
fake_00330_udio_0,train,udio,fake,131.22
fake_04644_udio_1,train,udio,fake,131.22
fake_03338_suno_1,train,suno,fake,192.78
fake_02986_suno_1,train,suno,fake,134.1
fake_03716_suno_1,train,suno,fake,203.616
fake_00155_udio_1,train,udio,fake,131.22
fake_01590_udio_1,train,udio,fake,131.22
fake_00979_udio_1,train,udio,fake,131.22
fake_02533_udio_0,train,udio,fake,131.22
fake_02148_suno_1,train,suno,fake,240.084
fake_00104_suno_1,train,suno,fake,186.732
fake_00346_suno_1,train,suno,fake,170.1
fake_02322_udio_1,train,udio,fake,131.22
fake_03423_suno_0,train,suno,fake,232.812
fake_01800_udio_0,train,udio,fake,131.22
fake_00829_udio_0,train,udio,fake,131.22
fake_03280_suno_1,train,suno,fake,209.772
fake_01445_udio_0,train,udio,fake,131.22
fake_00600_udio_0,train,udio,fake,131.22
fake_04128_udio_0,train,udio,fake,131.22
fake_04929_suno_1,train,suno,fake,239.076
fake_02742_udio_1,train,udio,fake,131.22
fake_05371_udio_0,train,udio,fake,131.22
fake_02636_suno_1,train,suno,fake,233.1
fake_03082_suno_0,train,suno,fake,221.4
fake_01336_suno_1,train,suno,fake,207.936
fake_03888_suno_1,train,suno,fake,173.88
fake_00789_suno_1,train,suno,fake,169.812
fake_00036_suno_0,train,suno,fake,172.08
fake_02939_suno_0,train,suno,fake,151.56
fake_05035_suno_1,train,suno,fake,211.68
fake_02024_suno_0,train,suno,fake,239.076
fake_05385_udio_0,train,udio,fake,131.22
fake_00042_udio_0,train,udio,fake,131.22
fake_01276_suno_1,train,suno,fake,224.1
fake_00466_suno_1,train,suno,fake,240.084
fake_04255_suno_0,train,suno,fake,240.084
fake_01833_suno_0,train,suno,fake,58.824
fake_05329_udio_1,train,udio,fake,131.22
fake_02331_suno_0,train,suno,fake,151.092
fake_04554_suno_1,train,suno,fake,179.964
fake_01830_udio_0,train,udio,fake,131.22
fake_05007_suno_1,train,suno,fake,239.112
fake_04403_udio_1,train,udio,fake,131.22
fake_02117_suno_0,train,suno,fake,240.084
fake_02060_udio_1,train,udio,fake,131.22
fake_05140_suno_1,train,suno,fake,181.044
fake_04867_suno_0,train,suno,fake,184.032
fake_00079_suno_1,train,suno,fake,147.78
fake_00862_suno_1,train,suno,fake,192.564
fake_01929_udio_1,train,udio,fake,131.22
fake_02651_udio_0,train,udio,fake,131.22
fake_03204_udio_0,train,udio,fake,131.22
fake_02463_suno_1,train,suno,fake,240.084
fake_03215_udio_0,train,udio,fake,131.22
fake_01164_udio_1,train,udio,fake,131.22
fake_02639_suno_1,train,suno,fake,159.084
fake_03404_udio_1,train,udio,fake,131.22
fake_02191_udio_1,train,udio,fake,131.22
fake_01193_udio_0,train,udio,fake,131.22
fake_03317_udio_1,train,udio,fake,131.22
fake_01631_udio_0,train,udio,fake,131.22
fake_05208_udio_0,train,udio,fake,131.22
fake_02017_suno_0,train,suno,fake,110.736
fake_00266_udio_0,train,udio,fake,131.22
fake_04547_suno_1,train,suno,fake,194.076
fake_00666_suno_1,train,suno,fake,239.076
fake_04588_udio_1,train,udio,fake,131.22
fake_05054_udio_1,train,udio,fake,131.22
fake_03804_suno_1,train,suno,fake,202.86
fake_01573_udio_0,train,udio,fake,131.22
fake_01674_suno_0,train,suno,fake,215.1
fake_03936_udio_1,train,udio,fake,131.22
fake_01005_suno_1,train,suno,fake,198.756
fake_04033_udio_0,train,udio,fake,131.22
fake_03784_udio_1,train,udio,fake,131.22
fake_04860_suno_1,train,suno,fake,240.084
fake_03517_suno_1,train,suno,fake,237.456
fake_04531_udio_0,train,udio,fake,131.22
fake_04116_udio_1,train,udio,fake,131.22
fake_01531_udio_1,train,udio,fake,131.22
fake_03998_udio_1,train,udio,fake,131.22
fake_04537_udio_0,train,udio,fake,131.22
fake_01232_suno_0,train,suno,fake,107.928
fake_05074_udio_0,train,udio,fake,131.22
fake_01096_suno_0,train,suno,fake,239.184
fake_02107_udio_1,train,udio,fake,131.22
fake_02283_suno_0,train,suno,fake,219.924
fake_00413_udio_1,train,udio,fake,131.22
fake_04086_udio_0,train,udio,fake,131.22
fake_04934_udio_0,train,udio,fake,131.22
fake_03759_udio_1,train,udio,fake,131.22
fake_00853_udio_1,train,udio,fake,131.22
fake_02460_udio_1,train,udio,fake,131.22
fake_02734_udio_0,train,udio,fake,131.22
fake_01094_udio_1,train,udio,fake,131.22
fake_01005_suno_0,train,suno,fake,155.088
fake_01801_suno_0,train,suno,fake,180.072
fake_00359_suno_1,train,suno,fake,239.076
fake_04399_suno_1,train,suno,fake,161.1
fake_04233_udio_1,train,udio,fake,131.22
fake_03248_udio_0,train,udio,fake,131.22
fake_04410_udio_0,train,udio,fake,131.22
fake_00523_udio_0,train,udio,fake,131.22
fake_04575_suno_0,train,suno,fake,184.968
fake_04101_udio_0,train,udio,fake,131.22
fake_00910_udio_1,train,udio,fake,131.22
fake_03739_suno_1,train,suno,fake,239.076
fake_04127_udio_1,train,udio,fake,131.22
fake_03461_udio_1,train,udio,fake,131.22
fake_05342_udio_1,train,udio,fake,131.22
fake_05037_suno_0,train,suno,fake,240.084
fake_00821_suno_1,train,suno,fake,239.112
