path,label,target,split
data/processed/music_raw/real/real_32533.wav,real,0,train
data/processed/music_raw/fake/fake_05443_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01830_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_13082.wav,real,0,train
data/processed/music_raw/fake/fake_00299_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04390_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_02385_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_00114.wav,real,0,train
data/processed/music_raw/fake/fake_03340_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_00546_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01910_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_34066.wav,real,0,train
data/processed/music_raw/fake/fake_03563_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_03215_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_41227.wav,real,0,train
data/processed/music_raw/fake/fake_00663_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_03004.wav,real,0,train
data/processed/music_raw/real/real_10924.wav,real,0,train
data/processed/music_raw/real/real_35839.wav,real,0,train
data/processed/music_raw/fake/fake_00865_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_05390_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_35621.wav,real,0,train
data/processed/music_raw/real/real_39425.wav,real,0,train
data/processed/music_raw/real/real_26138.wav,real,0,train
data/processed/music_raw/fake/fake_01695_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_00041_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_10870.wav,real,0,train
data/processed/music_raw/fake/fake_02240_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02017_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_00466_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_12187.wav,real,0,train
data/processed/music_raw/fake/fake_01913_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01503_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_20232.wav,real,0,train
data/processed/music_raw/real/real_06832.wav,real,0,train
data/processed/music_raw/real/real_43323.wav,real,0,train
data/processed/music_raw/fake/fake_02617_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_02117_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02045_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00676_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03750_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_13756.wav,real,0,train
data/processed/music_raw/real/real_46217.wav,real,0,train
data/processed/music_raw/real/real_35122.wav,real,0,train
data/processed/music_raw/real/real_07088.wav,real,0,train
data/processed/music_raw/fake/fake_04399_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04236_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04934_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_10759.wav,real,0,train
data/processed/music_raw/real/real_49867.wav,real,0,train
data/processed/music_raw/fake/fake_02773_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_11976.wav,real,0,train
data/processed/music_raw/real/real_07046.wav,real,0,train
data/processed/music_raw/real/real_37500.wav,real,0,train
data/processed/music_raw/real/real_36757.wav,real,0,train
data/processed/music_raw/fake/fake_04762_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_00785_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00873_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_09484.wav,real,0,train
data/processed/music_raw/real/real_19974.wav,real,0,train
data/processed/music_raw/real/real_22524.wav,real,0,train
data/processed/music_raw/fake/fake_01666_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00374_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_03323_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02220_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01801_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04814_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03581_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_14312.wav,real,0,train
data/processed/music_raw/real/real_09482.wav,real,0,train
data/processed/music_raw/fake/fake_00861_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_32209.wav,real,0,train
data/processed/music_raw/real/real_12383.wav,real,0,train
data/processed/music_raw/real/real_47335.wav,real,0,train
data/processed/music_raw/real/real_45665.wav,real,0,train
data/processed/music_raw/fake/fake_01658_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_08203.wav,real,0,train
data/processed/music_raw/fake/fake_05049_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03770_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_03853_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_19577.wav,real,0,train
data/processed/music_raw/fake/fake_04328_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_20196.wav,real,0,train
data/processed/music_raw/real/real_33807.wav,real,0,train
data/processed/music_raw/fake/fake_04445_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01124_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_31072.wav,real,0,train
data/processed/music_raw/fake/fake_04205_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01740_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_39394.wav,real,0,train
data/processed/music_raw/fake/fake_00629_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_00208_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04575_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_15049.wav,real,0,train
data/processed/music_raw/real/real_37875.wav,real,0,train
data/processed/music_raw/fake/fake_03223_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04537_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_32149.wav,real,0,train
data/processed/music_raw/fake/fake_04915_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04656_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_39815.wav,real,0,train
data/processed/music_raw/real/real_19702.wav,real,0,train
data/processed/music_raw/fake/fake_05204_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03795_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_34867.wav,real,0,train
data/processed/music_raw/fake/fake_05104_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_41971.wav,real,0,train
data/processed/music_raw/fake/fake_01940_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_29230.wav,real,0,train
data/processed/music_raw/fake/fake_03019_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_14133.wav,real,0,train
data/processed/music_raw/fake/fake_04588_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_05345_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01423_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_27933.wav,real,0,train
data/processed/music_raw/real/real_05588.wav,real,0,train
data/processed/music_raw/fake/fake_02734_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_48882.wav,real,0,train
data/processed/music_raw/real/real_48225.wav,real,0,train
data/processed/music_raw/real/real_32406.wav,real,0,train
data/processed/music_raw/real/real_35081.wav,real,0,train
data/processed/music_raw/fake/fake_04352_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_46110.wav,real,0,train
data/processed/music_raw/real/real_43124.wav,real,0,train
data/processed/music_raw/fake/fake_04255_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_52426.wav,real,0,train
data/processed/music_raw/real/real_10764.wav,real,0,train
data/processed/music_raw/real/real_16598.wav,real,0,train
data/processed/music_raw/fake/fake_04932_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03163_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_01887.wav,real,0,train
data/processed/music_raw/real/real_48550.wav,real,0,train
data/processed/music_raw/real/real_39702.wav,real,0,train
data/processed/music_raw/fake/fake_05131_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04735_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_35894.wav,real,0,train
data/processed/music_raw/real/real_45509.wav,real,0,train
data/processed/music_raw/fake/fake_02703_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_27848.wav,real,0,train
data/processed/music_raw/real/real_20674.wav,real,0,train
data/processed/music_raw/real/real_08653.wav,real,0,train
data/processed/music_raw/real/real_34019.wav,real,0,train
data/processed/music_raw/real/real_32057.wav,real,0,train
data/processed/music_raw/fake/fake_03072_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_03507_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04234_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_25322.wav,real,0,train
data/processed/music_raw/real/real_36036.wav,real,0,train
data/processed/music_raw/fake/fake_03736_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_08847.wav,real,0,train
data/processed/music_raw/fake/fake_00976_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_23387.wav,real,0,train
data/processed/music_raw/real/real_28634.wav,real,0,train
data/processed/music_raw/fake/fake_05136_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01442_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_34765.wav,real,0,train
data/processed/music_raw/fake/fake_01014_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_02732.wav,real,0,train
data/processed/music_raw/fake/fake_03403_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00720_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04052_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_02033.wav,real,0,train
data/processed/music_raw/real/real_24560.wav,real,0,train
data/processed/music_raw/fake/fake_05443_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_26113.wav,real,0,train
data/processed/music_raw/real/real_52537.wav,real,0,train
data/processed/music_raw/real/real_40382.wav,real,0,train
data/processed/music_raw/real/real_12164.wav,real,0,train
data/processed/music_raw/fake/fake_02067_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02123_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_28439.wav,real,0,train
data/processed/music_raw/real/real_14316.wav,real,0,train
data/processed/music_raw/real/real_28983.wav,real,0,train
data/processed/music_raw/fake/fake_00334_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04280_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03759_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_02257.wav,real,0,train
data/processed/music_raw/real/real_40051.wav,real,0,train
data/processed/music_raw/fake/fake_00719_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_21456.wav,real,0,train
data/processed/music_raw/real/real_33015.wav,real,0,train
data/processed/music_raw/fake/fake_04738_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04457_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_14942.wav,real,0,train
data/processed/music_raw/real/real_16275.wav,real,0,train
data/processed/music_raw/fake/fake_04581_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_06148.wav,real,0,train
data/processed/music_raw/fake/fake_04480_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04860_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_14092.wav,real,0,train
data/processed/music_raw/real/real_26873.wav,real,0,train
data/processed/music_raw/real/real_51957.wav,real,0,train
data/processed/music_raw/fake/fake_01854_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_48043.wav,real,0,train
data/processed/music_raw/real/real_48302.wav,real,0,train
data/processed/music_raw/fake/fake_04718_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02632_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_29547.wav,real,0,train
data/processed/music_raw/real/real_47685.wav,real,0,train
data/processed/music_raw/fake/fake_03795_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_33853.wav,real,0,train
data/processed/music_raw/fake/fake_03082_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01540_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04364_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02237_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_36727.wav,real,0,train
data/processed/music_raw/fake/fake_00690_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_04011.wav,real,0,train
data/processed/music_raw/real/real_33471.wav,real,0,train
data/processed/music_raw/real/real_28191.wav,real,0,train
data/processed/music_raw/real/real_05798.wav,real,0,train
data/processed/music_raw/fake/fake_01216_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_11521.wav,real,0,train
data/processed/music_raw/real/real_17687.wav,real,0,train
data/processed/music_raw/fake/fake_00268_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_39591.wav,real,0,train
data/processed/music_raw/fake/fake_01975_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_45052.wav,real,0,train
data/processed/music_raw/fake/fake_03698_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04432_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03998_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_03197_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04644_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_06842.wav,real,0,train
data/processed/music_raw/real/real_45662.wav,real,0,train
data/processed/music_raw/real/real_00132.wav,real,0,train
data/processed/music_raw/fake/fake_05158_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03278_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_04059.wav,real,0,train
data/processed/music_raw/real/real_37449.wav,real,0,train
data/processed/music_raw/real/real_15800.wav,real,0,train
data/processed/music_raw/fake/fake_03164_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04125_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_17308.wav,real,0,train
data/processed/music_raw/fake/fake_04146_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_42942.wav,real,0,train
data/processed/music_raw/fake/fake_05184_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_10942.wav,real,0,train
data/processed/music_raw/real/real_11233.wav,real,0,train
data/processed/music_raw/fake/fake_00425_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01562_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04395_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01338_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_05017_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02972_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_21420.wav,real,0,train
data/processed/music_raw/fake/fake_00728_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04554_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_17805.wav,real,0,train
data/processed/music_raw/real/real_30541.wav,real,0,train
data/processed/music_raw/real/real_20243.wav,real,0,train
data/processed/music_raw/fake/fake_04605_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_11886.wav,real,0,train
data/processed/music_raw/fake/fake_01350_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_38947.wav,real,0,train
data/processed/music_raw/real/real_16715.wav,real,0,train
data/processed/music_raw/fake/fake_03264_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04929_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04737_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01835_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_13101.wav,real,0,train
data/processed/music_raw/fake/fake_04774_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_02322_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_41620.wav,real,0,train
data/processed/music_raw/fake/fake_04216_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_07487.wav,real,0,train
data/processed/music_raw/fake/fake_00303_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_32026.wav,real,0,train
data/processed/music_raw/fake/fake_03905_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_50722.wav,real,0,train
data/processed/music_raw/real/real_28275.wav,real,0,train
data/processed/music_raw/fake/fake_01171_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01562_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_43475.wav,real,0,train
data/processed/music_raw/fake/fake_03368_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_02017_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00564_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_36331.wav,real,0,train
data/processed/music_raw/fake/fake_01662_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_24239.wav,real,0,train
data/processed/music_raw/real/real_27632.wav,real,0,train
data/processed/music_raw/real/real_00312.wav,real,0,train
data/processed/music_raw/real/real_46296.wav,real,0,train
data/processed/music_raw/real/real_16793.wav,real,0,train
data/processed/music_raw/real/real_43187.wav,real,0,train
data/processed/music_raw/fake/fake_01826_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_05329_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_48920.wav,real,0,train
data/processed/music_raw/fake/fake_00082_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_15986.wav,real,0,train
data/processed/music_raw/real/real_42501.wav,real,0,train
data/processed/music_raw/fake/fake_00330_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01666_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04944_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_39419.wav,real,0,train
data/processed/music_raw/real/real_06909.wav,real,0,train
data/processed/music_raw/real/real_10889.wav,real,0,train
data/processed/music_raw/real/real_26665.wav,real,0,train
data/processed/music_raw/fake/fake_04033_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_35435.wav,real,0,train
data/processed/music_raw/fake/fake_00774_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_37363.wav,real,0,train
data/processed/music_raw/fake/fake_02184_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_47311.wav,real,0,train
data/processed/music_raw/fake/fake_02175_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_46229.wav,real,0,train
data/processed/music_raw/real/real_13044.wav,real,0,train
data/processed/music_raw/real/real_03591.wav,real,0,train
data/processed/music_raw/fake/fake_04291_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_32067.wav,real,0,train
data/processed/music_raw/real/real_50960.wav,real,0,train
data/processed/music_raw/fake/fake_01929_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00666_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04711_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_19463.wav,real,0,train
data/processed/music_raw/fake/fake_04158_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_49527.wav,real,0,train
data/processed/music_raw/fake/fake_03404_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_09851.wav,real,0,train
data/processed/music_raw/fake/fake_03226_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_23617.wav,real,0,train
data/processed/music_raw/real/real_11330.wav,real,0,train
data/processed/music_raw/real/real_03870.wav,real,0,train
data/processed/music_raw/real/real_29001.wav,real,0,train
data/processed/music_raw/fake/fake_03831_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_03386_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00605_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_22059.wav,real,0,train
data/processed/music_raw/fake/fake_03439_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01231_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_05959.wav,real,0,train
data/processed/music_raw/fake/fake_00042_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_40745.wav,real,0,train
data/processed/music_raw/fake/fake_01189_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_09206.wav,real,0,train
data/processed/music_raw/fake/fake_00507_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01867_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_04873_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_52441.wav,real,0,train
data/processed/music_raw/fake/fake_04909_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_52608.wav,real,0,train
data/processed/music_raw/real/real_16298.wav,real,0,train
data/processed/music_raw/real/real_00933.wav,real,0,train
data/processed/music_raw/real/real_52995.wav,real,0,train
data/processed/music_raw/fake/fake_00776_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_23363.wav,real,0,train
data/processed/music_raw/fake/fake_04127_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_09121.wav,real,0,train
data/processed/music_raw/real/real_30480.wav,real,0,train
data/processed/music_raw/fake/fake_04778_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01742_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_17576.wav,real,0,train
data/processed/music_raw/real/real_25157.wav,real,0,train
data/processed/music_raw/fake/fake_04101_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04813_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_00876_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01182_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_15375.wav,real,0,train
data/processed/music_raw/fake/fake_04017_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_04981_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_03317.wav,real,0,train
data/processed/music_raw/fake/fake_04964_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_20154.wav,real,0,train
data/processed/music_raw/real/real_27596.wav,real,0,train
data/processed/music_raw/real/real_12602.wav,real,0,train
data/processed/music_raw/real/real_40562.wav,real,0,train
data/processed/music_raw/real/real_15411.wav,real,0,train
data/processed/music_raw/real/real_10934.wav,real,0,train
data/processed/music_raw/real/real_39067.wav,real,0,train
data/processed/music_raw/real/real_34786.wav,real,0,train
data/processed/music_raw/real/real_20991.wav,real,0,train
data/processed/music_raw/fake/fake_02861_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_37022.wav,real,0,train
data/processed/music_raw/real/real_40496.wav,real,0,train
data/processed/music_raw/fake/fake_04739_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_45633.wav,real,0,train
data/processed/music_raw/real/real_42308.wav,real,0,train
data/processed/music_raw/real/real_32581.wav,real,0,train
data/processed/music_raw/real/real_15224.wav,real,0,train
data/processed/music_raw/real/real_31907.wav,real,0,train
data/processed/music_raw/real/real_49876.wav,real,0,train
data/processed/music_raw/real/real_39885.wav,real,0,train
data/processed/music_raw/fake/fake_00031_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_01005_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_04918.wav,real,0,train
data/processed/music_raw/real/real_52488.wav,real,0,train
data/processed/music_raw/fake/fake_02432_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_39118.wav,real,0,train
data/processed/music_raw/fake/fake_00186_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03286_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_31345.wav,real,0,train
data/processed/music_raw/real/real_22138.wav,real,0,train
data/processed/music_raw/fake/fake_01480_udio_0.wav,fake,1,train
data/processed/music_raw/real/real_51279.wav,real,0,train
data/processed/music_raw/fake/fake_02417_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_33093.wav,real,0,train
data/processed/music_raw/fake/fake_00856_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_05056_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_32840.wav,real,0,train
data/processed/music_raw/real/real_33051.wav,real,0,train
data/processed/music_raw/real/real_26406.wav,real,0,train
data/processed/music_raw/fake/fake_00828_udio_0.wav,fake,1,train
data/processed/music_raw/fake/fake_03038_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_39081.wav,real,0,train
data/processed/music_raw/fake/fake_04613_suno_1.wav,fake,1,train
data/processed/music_raw/fake/fake_01639_suno_0.wav,fake,1,train
data/processed/music_raw/fake/fake_00862_suno_1.wav,fake,1,train
data/processed/music_raw/real/real_10294.wav,real,0,train
data/processed/music_raw/fake/fake_01005_suno_0.wav,fake,1,train
data/processed/music_raw/real/real_09107.wav,real,0,train
data/processed/music_raw/real/real_50732.wav,real,0,train
data/processed/music_raw/fake/fake_01408_udio_1.wav,fake,1,train
data/processed/music_raw/fake/fake_02003_udio_1.wav,fake,1,train
data/processed/music_raw/real/real_38000.wav,real,0,train
data/processed/music_raw/fake/fake_02661_udio_1.wav,fake,1,train
