filename,split,youtube_id,duration,skip_time,label
real_22490,train,JIss5lfwUZg,221.868,69.01596875,real
real_17070,train,Hf5u-kQLU-k,214.308,29.89971875,real
real_42396,train,om0jQO-2m2Q,235.944,1.7353437500000002,real
real_11598,train,5Oc0ja19_GU,240.084,24.63471875,real
real_40593,train,kQQRbeXxfSM,240.084,38.45534375,real
real_03782,train,I0MT8SwNa_U,240.084,1.29659375,real
real_19406,train,kA4sYPNI0q8,215.604,7.236593750000001,real
real_36971,train,97zFz-mwSzY,138.528,12.87284375,real
real_32581,train,Dz0ahUOsL08,201.636,25.52909375,real
real_16926,train,MYTf2TNyxrk,215.208,61.45596875,real
real_18671,train,GETKzTXyPfQ,240.084,4.24971875,real
real_03560,train,axySrE0Kg6k,240.084,20.82096875,real
real_39947,train,a7AlaaQ9S1I,153.108,27.33471875,real
real_07337,train,_LnGEtkrzf4,216.72,15.336593750000002,real
real_32116,train,skC7JKhT3iA,200.088,19.84221875,real
real_05730,train,XJJYZoalOr4,185.724,5.14409375,real
real_26665,train,zoHuSlm38Yw,191.124,3.37221875,real
real_34066,train,1UI1hhsam8I,213.624,4.519718750000001,real
real_46784,train,vJKoaUpQKzs,137.34,11.337218750000002,real
real_21085,train,PidyY_86teE,234.252,37.74659375,real
real_47327,train,JVr3kb7R5To,206.46,68.27346875,real
real_42123,train,MPTOZ4dNZro,240.084,2.84909375,real
real_15986,train,pgI5-HdfTwM,213.48,3.2034687500000003,real
real_21975,train,KrfueEvUpAs,181.476,0.30096875,real
real_02428,train,rPZgc1RNhaM,232.92,24.11159375,real
real_00281,train,LP0Z4-xwJuY,240.084,2.86596875,real
real_14781,train,_g7Dt_q9bYo,205.632,6.24096875,real
real_04512,train,i2D9bDbbMeY,240.084,16.38284375,real
real_01943,train,guZpp1e4slw,172.116,18.57659375,real
real_49942,train,NU-8jsl9rMs,128.376,21.765968750000003,real
real_33015,train,rd54tztSXa0,239.832,0.57096875,real
real_05152,train,VHZDdhaD0P8,191.88,0.97596875,real
real_27889,train,t0w1PB9hzzo,240.084,8.384093750000002,real
real_38619,train,xRF61UdCJUA,240.084,59.49846875,real
real_02782,train,Vk0xkd8qs9I,178.2,5.56596875,real
real_33814,train,sXdcJKFBWys,240.084,0.03096875,real
real_28494,train,6Ir1xLhghhE,171.504,0.03096875,real
real_36443,train,5qHwbHor_p8,240.084,34.18596875,real
real_31570,train,iu0s3qwFPc0,199.512,11.809718750000002,real
real_33007,train,j8RAeKaEhqE,240.084,0.03096875,real
real_09174,train,GBwdnIGRD9M,220.932,6.308468750000001,real
real_27220,train,14rPkjTk00s,190.944,73.50471875000001,real
real_47409,train,6A49P2HAyZI,240.084,3.40596875,real
real_50624,train,gd8s0DPtGgQ,238.176,46.30221875,real
real_37146,train,W6hB6sfsaGw,145.476,2.30909375,real
real_37875,train,u0c9eP3cnKo,175.5,0.8072187500000001,real
real_48550,train,l1koPDrvbM8,240.084,71.14221875,real
real_24968,train,tKE1hC9mz7Y,240.084,0.14909375,real
real_11764,train,ddFZgDPZNqI,240.084,0.60471875,real
real_42265,train,lTNtycNPuRY,129.708,0.25034375,real
real_52608,train,oc4XqKSWOSc,206.604,11.47221875,real
real_36945,train,2dbB5u6niY0,233.712,0.70596875,real
real_01887,train,LfxY1sg5_rw,204.876,5.16096875,real
real_44276,train,lvOyN43eatY,194.652,27.75659375,real
real_18652,train,vQiJrhcwfk0,240.084,2.73096875,real
real_33394,train,b1CHOxNzCuM,165.42,13.66596875,real
real_11000,train,8uGVZoqJjn4,197.388,0.87471875,real
real_23672,train,898oItg-XIU,166.176,15.94409375,real
real_28923,train,oo55vzpL85w,240.084,19.75784375,real
real_37363,train,LwW82OhXEbU,236.052,16.450343750000002,real
real_22563,train,sMHDK6YykMg,240.084,7.40534375,real
real_25316,train,dt1ELrW1WR4,223.092,16.551593750000002,real
real_47721,train,VgS3-MC3Ld4,240.084,39.90659375,real
real_17308,train,vV40UKVNSuk,236.952,22.30596875,real
real_17145,train,6glQdaQUZ1U,186.012,0.58784375,real
real_43767,train,TAxr6rQnaFw,238.212,41.52659375,real
real_04731,train,_NSuIYwBxu4,230.58,36.90284375,real
real_17617,train,O1HjpJ1BHso,115.128,14.05409375,real
real_00846,train,wLpCkuftmJM,240.084,0.14909375,real
real_00517,train,CXNv4_wQjKQ,203.508,0.92534375,real
real_29822,train,3232vvnE9NU,240.084,1.0265937500000002,real
real_39001,train,pFSZuVQR5hk,235.584,40.26096875,real
real_17315,train,bwL5AOFCqiw,210.672,1.17846875,real
real_38198,train,565bu1LBC6k,237.996,14.324093750000005,real
real_47019,train,f4p6YeFiXKA,194.724,0.16596875,real
real_33344,train,mnEeIgfAPlU,175.824,3.5578437500000004,real
real_46543,train,tPFWeMtTob0,210.348,2.22471875,real
real_23309,train,AvWdh4ARQvI,208.044,33.392843750000004,real
real_35665,train,O-RGJjedCnI,240.084,48.73221875,real
real_12277,train,KChvUW2eCVE,229.212,28.31346875,real
real_43677,train,Rn8kmgv8xjM,240.084,55.92096875,real
real_16693,train,M86rDSAsHE8,240.084,10.274093750000002,real
real_11395,train,IMvS4YYTjKo,199.044,8.19846875,real
real_16226,train,T7kf8AU4qFk,156.996,140.76846875,real
real_06627,train,AIWP7L7DJkw,225.72,18.40784375,real
real_40008,train,dNEiUoegCGQ,240.084,0.16596875,real
real_45509,train,DsaOMa_9U5k,163.764,8.83971875,real
real_01142,train,Ia3ZgnQF5ko,240.084,9.51471875,real
real_30083,train,7rrG-uONREE,240.084,42.04971875,real
real_20943,train,DW-q1d8vk4o,206.82,1.0434687500000002,real
real_00736,train,pAzFRfzwT-g,224.28,0.5372187500000001,real
real_03697,train,F_7lDuM0DAo,240.084,12.51846875,real
real_13257,train,FoDNFsQGDjE,211.968,1.11096875,real
real_23993,train,X7P5Ayk50F0,93.276,21.29346875,real
real_04646,train,zM1KK2xX4_w,240.084,26.085968750000003,real
real_11330,train,e8GJ2nTdkDU,182.052,16.028468750000002,real
real_01687,train,SliVTmeMOmI,240.084,0.03096875,real
real_14606,train,_oM-AgGUoBs,240.084,5.00909375,real
real_42308,train,7BHyicuP1Pg,221.22,0.03096875,real
real_52973,train,mRE_lieKEq4,224.712,0.03096875,real
real_04781,train,MSSxnv1_J2g,223.524,146.75909375,real
real_19474,train,RKf6K7O0Hrk,162.36,19.656593750000003,real
real_28087,train,dA1ZmHibs4w,164.736,19.55534375,real
real_42710,train,neAMkgYta9M,240.084,73.63971875,real
real_04045,train,VR6UsdJ1ozM,212.616,20.02784375,real
real_40727,train,5YKbcWQNtE0,186.66,9.78471875,real
real_01673,train,D8Ymd-OCucs,201.888,0.8915937500000001,real
real_50608,train,qhqGImDfD00,190.44,34.540343750000005,real
real_16636,train,wwhEhxNw440,240.084,45.77909375,real
real_05461,train,veOGid9KUV8,240.084,27.75659375,real
real_22650,train,2F_fg4QrBvI,240.084,14.77971875,real
real_20354,train,Cl1DCicU5l0,179.712,0.03096875,real
real_31548,train,BvEGaH7m8ZA,210.564,38.70846875,real
real_43801,train,IWOWkfqjdcg,144.612,0.58784375,real
real_43944,train,v7-hJhrjNmU,240.084,43.922843750000006,real
real_30177,train,xQavBwua78A,186.336,8.282843750000001,real
real_06239,train,d58DL9HpIsA,167.652,0.5372187500000001,real
real_41492,train,ydusE2xYEIs,157.824,0.52034375,real
real_36331,train,2HdLM5A2cAE,240.084,20.28096875,real
real_52441,train,xUl3MyoxJQA,236.88,18.50909375,real
real_23276,train,SKJAfaf-NQ8,175.32,13.227218750000002,real
real_25068,train,KzTGi5U6-sk,167.616,22.98096875,real
real_10927,train,pgS_xob1x4A,142.74,22.98096875,real
real_42527,train,D8tL4HwZhjU,240.084,33.190343750000004,real
real_43124,train,1m3NREfULeI,240.084,1.16159375,real
real_36054,train,uRTDvM1pbls,240.084,2.0559687500000003,real
real_00868,train,skHbZBsS7hM,234.36,6.021593750000001,real
real_50411,train,mxPRJPh6N3g,221.76,46.58909375,real
real_18124,train,tZ9yEiZApt0,218.088,5.70096875,real
real_01543,train,ZM_Gamwxvtc,226.152,15.235343750000002,real
real_35839,train,yNtmon8hm4M,133.056,0.03096875,real
real_03574,train,CoOp12ayIVg,240.084,19.99409375,real
real_28191,train,lUotEgzKmG8,183.384,3.675968750000001,real
real_12228,train,hjtNPyVwMps,227.196,7.523468750000001,real
real_10086,train,cRxpib4eV2E,240.084,0.58784375,real
real_20984,train,1P2YSktr7xU,234.216,22.99784375,real
real_15740,train,68mxxmYPSfA,157.464,15.184718750000002,real
real_43170,train,4Ds9WSb-ivE,228.42,0.21659375,real
real_14236,train,zLAhRiUeJ8E,237.852,22.87971875,real
real_26909,train,O_okRdw-ozU,240.084,9.39659375,real
real_14480,train,6XaBCKdl3vs,240.084,0.58784375,real
real_32832,train,zAV-XtcXCJs,240.084,27.23346875,real
real_35121,train,DcBVc0moMS4,225.792,0.03096875,real
real_51363,train,mEqzUvHXTVs,240.084,10.425968750000004,real
real_29268,train,PEY3Fp62etc,222.012,13.480343750000005,real
real_24585,train,4xK8rCBoZxU,230.4,11.13471875,real
real_30753,train,aL4FIGD3m30,189.864,20.078468750000003,real
real_48989,train,Ho-bfflqChY,240.084,1.9715937500000005,real
real_07975,train,ikGcSqnuaLU,230.112,37.88159375,real
real_33355,train,FQ5Fax_P0Wc,145.548,0.4697187500000001,real
real_44140,train,S3ZOwFE35Tg,215.028,18.67784375,real
real_50689,train,yo5_SI58jy0,240.084,0.03096875,real
real_40577,train,axsD7jMteCE,240.084,25.83284375,real
real_13976,train,JRCTLJQBRC4,240.084,2.54534375,real
real_11676,train,3zMrL6N3GDA,240.084,21.74909375,real
real_34028,train,Ljo8VEEgcVg,234.432,0.58784375,real
real_16334,train,KK-NM6QncWA,222.048,11.57346875,real
real_33420,train,uQwwJYpMzRk,207.864,13.61534375,real
real_11886,train,Sfmzkj5QSto,240.084,8.654093750000001,real
real_17687,train,TbLJyjfyACM,227.736,13.26096875,real
real_20426,train,LX30jRKcmbw,156.384,12.552218750000002,real
real_13948,train,Dqol29Dxkss,165.384,15.20159375,real
real_14867,train,RSPtqHDE3Ao,151.884,0.03096875,real
real_20983,train,HejDLDghEOE,170.676,4.40159375,real
real_11976,train,eKynowH-zf4,214.452,12.552218750000002,real
real_39658,train,1u28K1aNguU,240.084,23.57159375,real
real_09247,train,7tsAiNX2la0,132.48,0.03096875,real
real_10633,train,WLO2fppkO14,194.4,60.98346875,real
real_19236,train,2fsGyFjoyR0,190.188,69.82596875,real
real_48108,train,olujOC2YouA,240.084,13.31159375,real
real_34867,train,4BpirBRWGUs,240.084,4.519718750000001,real
real_16979,train,dNlwkuzdmuc,190.476,21.90096875,real
real_12247,train,o5gucwLAxWA,213.3,5.835968750000001,real
real_28805,train,rukrffvMuCo,187.272,10.172843750000002,real
real_00313,train,78-tNEdqYU4,240.084,0.03096875,real
real_41339,train,lpWMibVIUbg,199.728,0.57096875,real
real_49094,train,jOfM6-R0hZk,240.084,63.31221875000001,real
real_19126,train,shExy5ubXE0,209.772,0.03096875,real
real_44958,train,oZ8bNTfqyJE,240.084,14.965343750000002,real
real_27452,train,bZd7ZZK4Hls,240.084,32.66721875,real
real_00551,train,hhzYbExfVIY,204.876,1.7353437500000002,real
real_48043,train,AkKUQuilJuc,199.332,25.54596875,real
real_29001,train,iW-MSnn0rL4,206.64,17.09159375,real
real_35763,train,G4ZdFp4qZ4U,240.084,26.67659375,real
real_50794,train,cvAEw8865MQ,138.276,5.32971875,real
real_19619,train,yPQfcG-eimk,238.572,2.8153437500000003,real
real_07666,train,tvUi5yGjJbY,240.084,0.31784375,real
real_52212,train,HSCw5wFgzMw,175.5,25.57971875,real
real_48958,train,vQjFCNh1s8U,232.056,33.78096875,real
real_03876,train,EyHKuyGsu4U,215.712,31.55346875,real
real_22337,train,I7EbJe2R0bI,236.916,12.552218750000002,real
real_13003,train,7TBWcISi4VY,154.548,40.95284375,real
real_07767,train,-sjJJU4v6Vw,200.16,9.51471875,real
real_32931,train,DnFhzzJEHvA,240.084,25.91721875,real
real_04393,train,X6Tjv-jxxw8,233.1,3.45659375,real
real_28141,train,UEkjIEzyyYE,174.492,15.960968750000005,real
real_35194,train,n6M1U7i_0AQ,240.084,19.33596875,real
real_06382,train,M03ITBjd91k,100.296,6.08909375,real
real_03517,train,HxWSDUC-KTU,168.624,8.738468750000003,real
real_12164,train,45Yay4RJsjQ,206.568,0.03096875,real
real_36166,train,ddco8dOaGrI,240.084,18.79596875,real
real_42905,train,ahGANsfVSIU,217.152,21.27659375,real
real_31309,train,TB31qSk8L-A,184.104,10.45971875,real
real_19086,train,NYMcACJLqJs,212.472,2.37659375,real
real_15884,train,wJjfHIoMvgw,192.42,15.859718750000004,real
real_35894,train,zK4aoFFr-VU,240.084,4.77284375,real
real_09222,train,pO7_SLurJC4,142.596,8.29971875,real
real_27367,train,aUKGfUdzIFk,93.744,0.08159375,real
real_41261,train,H_Ec_5LPbOo,236.7,0.48659375,real
real_31740,train,k4oExxIwSdY,187.956,23.35221875,real
real_03120,train,IUrtFsjfOMc,204.948,12.87284375,real
real_37305,train,GP62pGHh3wg,127.944,0.03096875,real
real_24393,train,feZ9A0IORVM,193.032,130.39034375,real
real_33904,train,aXuymDSGCko,240.084,33.54471875,real
real_42372,train,FU2MCiq2DxY,240.084,131.09909375,real
real_05140,train,3m8ElO9Y50Y,229.608,8.72159375,real
real_35904,train,RXfUecjXkXc,182.628,67.75034375,real
real_16158,train,92NypEOJLlM,175.356,17.51346875,real
real_38934,train,E1ygYzHULyc,155.844,53.15346875,real
real_49273,train,0M_fmiJ70L4,240.084,34.10159375,real
real_24832,train,nE_zFlX73zY,205.884,6.629093750000001,real
real_29972,train,9gDUZejkARU,226.296,10.18971875,real
real_19802,train,LHepHYItScs,139.788,2.42721875,real
real_24126,train,sV_pGVRWZLU,227.484,33.814718750000004,real
real_42874,train,q0hx0VdU60U,227.88,1.81971875,real
real_40634,train,GRK-QJqN_hI,240.084,19.50471875,real
real_52649,train,Pk0G8adoBhQ,199.692,30.32159375,real
real_30435,train,WFtu2n08eWs,240.084,4.08096875,real
real_40496,train,OGsdIA9Wd2g,240.084,0.6215937500000001,real
real_24633,train,89ywuuH-DCQ,240.084,0.03096875,real
real_43806,train,0G2EZb3n71A,170.856,11.89409375,real
real_28640,train,RvndGTU8C4U,135.612,28.65096875,real
real_43093,train,5G55K0N4aQE,240.084,43.66971875,real
real_27933,train,SRV9HMEmwEU,206.316,26.23784375,real
real_38983,train,DC8SbBB-bgA,240.084,29.12346875,real
real_44880,train,nUOsPdvBzfY,71.028,0.03096875,real
real_40208,train,zt5y5XLdtZ0,173.88,5.363468750000001,real
real_25119,train,v75Aw0MWszQ,164.376,45.728468750000005,real
real_05323,train,o-nr1nNC3ds,231.372,10.020968750000002,real
real_36110,train,dZlmNrMgcX0,206.172,13.46346875,real
real_43475,train,sleEVejhfNI,213.696,15.10034375,real
real_20196,train,KaQV7gxZatU,94.14,5.85284375,real
real_35915,train,R5JXkUEEBtc,240.084,4.941593750000001,real
real_13252,train,4GUk3V0iXyE,240.084,27.48659375,real
real_05987,train,9FAMgmaeEgY,181.692,0.31784375,real
real_11608,train,2f3V507wolM,154.368,5.177843750000001,real
real_20991,train,67fZE0KkUTA,187.02,0.95909375,real
real_02019,train,1QzJi58c1Xw,240.084,19.30221875,real
real_47833,train,4gBC30UW2Mw,180.36,9.07596875,real
real_17529,train,lKGzvwj_BHo,212.868,0.03096875,real
real_52995,train,oJcF95nj5fw,240.084,14.94846875,real
real_06298,train,FxFNprPOdss,236.88,0.03096875,real
real_09809,train,9itwt_opsvQ,239.04,21.24284375,real
real_17987,train,Tlu-_31CWfY,203.616,27.402218750000003,real
real_41149,train,PP552Lij2Qo,202.68,1.3303437500000002,real
real_51942,train,WCBTMRYVGYw,240.084,22.82909375,real
real_16599,train,vd6XFBv5zUY,156.564,9.02534375,real
real_16844,train,h_e-muOxeuo,131.22,13.969718750000002,real
real_24473,train,ifr3O33UpWs,240.084,2.0559687500000003,real
real_09851,train,At3xXBEy4n4,200.088,134.62596875,real
real_51074,train,X_UKDPR7k_E,240.084,14.10471875,real
real_20727,train,cJxZWfQ6aWM,171.468,12.282218750000002,real
real_08653,train,gRfbbzZ4xqs,240.084,132.92159375,real
real_22582,train,yjREC9hg6bU,208.512,32.51534375,real
real_29238,train,HZCSDg1jtUg,240.084,7.72596875,real
real_26983,train,5ApGIE47s7A,173.196,11.15159375,real
real_41971,train,sL1o9E7VNcw,240.084,108.82409375,real
real_45483,train,6hhbu3vrnn0,149.688,17.53034375,real
real_39067,train,cZCf3RL7riw,240.084,21.71534375,real
real_10197,train,OHTSxw6zN1E,236.34,34.94534375,real
real_32777,train,8UebSmtb6gs,240.084,31.16534375,real
real_02312,train,mXiFHDfvn4A,162.972,3.82784375,real
real_16591,train,-XScQyx7jqU,240.084,25.84971875,real
real_51040,train,yabWjhpRluI,102.636,18.47534375,real
real_48629,train,nJxUrLTBzS0,228.132,1.0265937500000002,real
real_24485,train,jJEZgUjjZqM,240.084,96.65721875,real
real_26076,train,zxzE5ta1lqQ,191.484,17.31096875,real
real_37247,train,dzMMTeNEqB4,204.48,128.71971875,real
real_52544,train,HHyU5bki8Sk,154.512,47.75346875,real
real_32149,train,RhJnGqp-YKg,185.472,11.60721875,real
real_36167,train,rXn_O8yECCQ,201.06,0.03096875,real
real_41227,train,6vKzZ5taMew,240.084,41.35784375,real
real_42320,train,elxierSam9U,182.412,77.57159375,real
real_25244,train,XZuEdsr2s7M,211.968,6.257843750000001,real
real_14411,train,C7Z-IP2onYQ,240.084,112.31721875,real
real_22039,train,Z3q5UrpQLQI,173.34,0.03096875,real
real_16371,train,qBsSQHP6I18,94.176,7.472843750000001,real
real_38000,train,vHi59pMU3H4,212.4,18.07034375,real
real_44563,train,chux9-lHqh8,240.084,21.86721875,real
real_40051,train,3ou8MpFVTXY,240.084,9.14346875,real
real_04829,train,XJm0L1gynPg,240.084,9.750968750000002,real
real_12930,train,L1wspW9M4uA,177.264,0.03096875,real
real_23638,train,-C-2AqRD8io,240.084,10.98284375,real
real_20674,train,4xpr1fLqEj4,226.26,12.04596875,real
real_19044,train,valVixMpzQY,217.44,0.03096875,real
real_52074,train,UU97N7ME7vg,216.36,38.92784375,real
real_25322,train,48K6jvpSNLw,240.084,6.392843750000001,real
real_47646,train,XSII64xbje8,240.084,29.832218750000003,real
real_29012,train,flBphojRw2M,203.148,16.61909375,real
real_29157,train,L6609kA56GQ,240.084,40.58159375,real
real_07625,train,Mt-XfZowFbU,138.996,5.549093750000001,real
real_38031,train,ouLWdtHIMOs,218.088,15.977843750000002,real
real_27394,train,rYYZntjDF1g,223.704,55.97159375,real
real_19579,train,-T7ez6dzIUA,185.436,106.59659375,real
real_23646,train,uAaN9W-ss_4,215.1,0.03096875,real
real_40066,train,6daBIzxbqSY,240.084,11.15159375,real
real_45052,train,H2Dl7JFI2D4,240.084,21.79971875,real
real_36373,train,xiYi7lXAfxM,188.028,14.10471875,real
real_32769,train,XdEOKeOqfN0,181.98,31.097843750000003,real
real_23282,train,_4tDw-VXhw0,219.348,5.0259687500000005,real
real_05714,train,5LEJgh4ykV8,171.648,0.03096875,real
real_25799,train,liZ2Wz6r9rg,205.452,17.46284375,real
real_35400,train,UqMbZY_iv6E,200.268,4.72221875,real
real_35306,train,LF6zxSA4xEA,240.084,21.52971875,real
real_27421,train,scpljRiNSfI,240.084,0.90846875,real
real_00114,train,zlJDTxahav0,207.036,10.57784375,real
real_16192,train,1BJZp4Tvfx0,184.248,12.754718750000002,real
real_14942,train,T7t38uDUg5E,240.084,49.508468750000006,real
real_34654,train,3bGxinyauCc,205.236,5.98784375,real
real_17573,train,GShb_obqY-4,184.86,0.03096875,real
real_32723,train,x881l9KNOz0,203.436,0.03096875,real
real_32840,train,0dgMHYThYXw,240.084,0.8072187500000001,real
real_33353,train,5RtPDMRXMvw,214.524,126.55971875,real
real_48225,train,3mkIDctw__k,207.828,29.882843750000003,real
real_48610,train,qm15xdZOxbk,240.084,9.902843750000002,real
real_14120,train,hnSISCJ08bw,215.064,32.59971875,real
real_13742,train,xVPvzX-AeSM,240.084,7.96221875,real
real_16505,train,-_qVW6b14VY,240.084,3.10221875,real
real_51973,train,Pualj1OU6bg,230.112,32.852843750000005,real
real_40411,train,c3tYZ1BIqsk,240.084,171.59909375,real
real_10972,train,eyn9kmuIwqA,240.084,25.34346875,real
real_33340,train,WP40kTZol68,204.876,8.09721875,real
real_03839,train,V-ALdcuCJRA,186.264,0.14909375,real
real_52955,train,XTFRsvlMk8A,184.86,15.03284375,real
real_39600,train,tLxtxXWCdSE,233.676,0.38534375,real
real_24077,train,hXU7izcKIo8,175.68,27.80721875,real
real_07074,train,kgSBRCZM6H8,166.788,4.35096875,real
real_30701,train,P7a_9O9Jl8U,240.084,11.40471875,real
real_47335,train,tZ6eirWxI_0,240.084,69.79221875,real
real_42216,train,7RAnpcyz4Rw,159.12,33.612218750000004,real
real_39549,train,P_EQ6yKeEQg,193.5,0.33471875,real
